label,energy_Ha,energy_solv_Ha
Z57029,-269.1928972164866,-269.1928972164866
Z57030,-131.2899356678929,-131.2899356678929
Z57031,-259.34635357467914,-259.34635357467914
Z57032,-271.32172813885944,-271.32172813885944
Z57033,-260.49072122934814,-260.49072122934814
Z57034,-245.4177675878636,-245.4177675878636
Z57035,-164.84262788757425,-164.84262788757425
Z57036,-262.65775711486526,-262.65775711486526
Z57037,-215.0337331475628,-215.0337331475628
Z57038,-214.00940053989945,-214.00940053989945
Z57039,-264.9836154872938,-264.9836154872938
Z57040,-260.46192335777243,-260.46192335777243
Z57041,-210.1894488504265,-210.1894488504265
Z57042,-221.5559187455164,-221.5559187455164
Z57043,-274.64165568439506,-274.64165568439506
Z57044,-219.40700909581966,-219.40700909581966
Z57045,-122.4359067028516,-122.4359067028516
Z57046,-240.08536078236858,-240.08536078236858
Z57047,-244.25601713616794,-244.25601713616794
Z57048,-163.83341358368634,-163.83341358368634
Z57049,-267.0065778589841,-267.0065778589841
Z57050,-262.5150911000895,-262.5150911000895
Z57051,-119.41631777270273,-119.41631777270273
Z57052,-267.14000619656787,-267.14000619656787
Z57053,-216.20392418364585,-216.20392418364585
Z57054,-261.49970144005187,-261.49970144005187
Z57055,-257.1781442832951,-257.1781442832951
Z57056,-243.1047137818671,-243.1047137818671
Z57057,-271.3272511945351,-271.3272511945351
Z57058,-116.25240910826638,-116.25240910826638
Z57059,-131.2838639448326,-131.2838639448326
Z57060,-255.12643438660098,-255.12643438660098
Z57061,-212.10773996436075,-212.10773996436075
Z57062,-148.48215511809497,-148.48215511809497
Z57063,-272.3516900077404,-272.3516900077404
Z57064,-163.80665566700156,-163.80665566700156
Z57065,-141.9505833756865,-141.9505833756865
Z57066,-270.18404555344296,-270.18404555344296
Z57067,-261.5011636955934,-261.5011636955934
Z57068,-266.9942565461427,-266.9942565461427
Z57069,-264.6845855152806,-264.6845855152806
Z57070,-271.33721834577835,-271.33721834577835
Z57071,-156.6900402230963,-156.6900402230963
Z57072,-269.29280576204917,-269.29280576204917
Z57073,-242.2403601622936,-242.2403601622936
Z57074,-270.3184135712026,-270.3184135712026
Z57075,-122.42342406048452,-122.42342406048452
Z57076,-262.6728768886136,-262.6728768886136
Z57077,-219.40072679914158,-219.40072679914158
Z57078,-270.1789616521709,-270.1789616521709
Z57079,-126.94019104580694,-126.94019104580694
Z57080,-118.39725391540348,-118.39725391540348
Z57081,-223.7110338858072,-223.7110338858072
Z57082,-122.42487308626995,-122.42487308626995
Z57083,-255.15682387133327,-255.15682387133327
Z57084,-144.11619081503883,-144.11619081503883
Z57085,-264.96225604608145,-264.96225604608145
Z57086,-245.40918662106432,-245.40918662106432
Z57087,-146.9942676591378,-146.9942676591378
Z57088,-216.03766583882378,-216.03766583882378
Z57089,-160.27827787950363,-160.27827787950363
Z57090,-150.00306221079438,-150.00306221079438
Z57091,-268.01483263806205,-268.01483263806205
Z57092,-218.220991596517,-218.220991596517
Z57093,-259.4820412606091,-259.4820412606091
Z57094,-131.266597275665,-131.266597275665
Z57095,-122.41899356216624,-122.41899356216624
Z57096,-221.5571072186054,-221.5571072186054
Z57097,-259.3532620798123,-259.3532620798123
Z57098,-187.50836455922655,-187.50836455922655
Z57099,-272.3358223852796,-272.3358223852796
Z57100,-156.69894678889275,-156.69894678889275
Z57101,-261.4882047820069,-261.4882047820069
Z57102,-268.147259189115,-268.147259189115
Z57103,-269.1551262628408,-269.1551262628408
Z57104,-141.13367754135444,-141.13367754135444
Z57105,-263.67771434819406,-263.67771434819406
Z57106,-123.43114891433231,-123.43114891433231
Z57107,-264.9768506720115,-264.9768506720115
Z57108,-271.19962557497104,-271.19962557497104
Z57109,-146.73394464601404,-146.73394464601404
Z57110,-132.28628072654126,-132.28628072654126
Z57111,-121.42588685381489,-121.42588685381489
Z57112,-270.1923681725052,-270.1923681725052
Z57113,-274.51238075523804,-274.51238075523804
Z57114,-271.4706532982402,-271.4706532982402
Z57115,-259.4796246251627,-259.4796246251627
Z57116,-163.84623137987444,-163.84623137987444
Z57117,-119.24541394602582,-119.24541394602582
Z57118,-268.17518132433594,-268.17518132433594
Z57119,-187.48367268945165,-187.48367268945165
Z57120,-259.33409583816564,-259.33409583816564
Z57121,-268.15750563520913,-268.15750563520913
Z57122,-268.0025873963182,-268.0025873963182
Z57123,-258.3399994705599,-258.3399994705599
Z57124,-189.12187075724708,-189.12187075724708
Z57125,-207.1485728752306,-207.1485728752306
Z57126,-264.9887574524953,-264.9887574524953
Z57127,-243.25769092154462,-243.25769092154462
Z57128,-140.88701792632907,-140.88701792632907
Z57129,-157.67889687230274,-157.67889687230274
Z57130,-266.9983467457348,-266.9983467457348
Z57131,-212.98448876291383,-212.98448876291383
Z57132,-256.16325551652295,-256.16325551652295
Z57133,-131.28868435346243,-131.28868435346243
Z57134,-212.09883523603037,-212.09883523603037
Z57135,-255.15520690114414,-255.15520690114414
Z57136,-112.56654209927673,-112.56654209927673
Z57137,-147.9957183011584,-147.9957183011584
Z57138,-259.33999777935605,-259.33999777935605
Z57139,-245.40947877817806,-245.40947877817806
Z57140,-266.005111782248,-266.005111782248
Z57141,-142.14939868028083,-142.14939868028083
Z57142,-275.54428519330526,-275.54428519330526
Z57143,-255.15258961439704,-255.15258961439704
Z57144,-244.35021152957796,-244.35021152957796
Z57145,-271.3300514929081,-271.3300514929081
Z57146,-159.626177689276,-159.626177689276
Z57147,-125.93916338848808,-125.93916338848808
Z57148,-263.64934276875914,-263.64934276875914
Z57149,-267.0103409896061,-267.0103409896061
Z57150,-142.66756486224733,-142.66756486224733
Z57151,-240.05658532787962,-240.05658532787962
Z57152,-268.16999452496106,-268.16999452496106
Z57153,-268.0122102064098,-268.0122102064098
Z57154,-269.1517162932078,-269.1517162932078
Z57155,-262.64626927665773,-262.64626927665773
Z57156,-270.1726870728506,-270.1726870728506
Z57157,-117.25681255834833,-117.25681255834833
Z57158,-203.17711842889804,-203.17711842889804
Z57159,-129.26960050526674,-129.26960050526674
Z57160,-161.83235160323528,-161.83235160323528
Z57161,-270.34800412566415,-270.34800412566415
Z57162,-240.9638904530891,-240.9638904530891
Z57163,-132.28853713494158,-132.28853713494158
Z57164,-270.3265046695332,-270.3265046695332
Z57165,-208.17318624771767,-208.17318624771767
Z57166,-186.47558438480453,-186.47558438480453
Z57167,-270.3068459869653,-270.3068459869653
Z57168,-265.99090155423113,-265.99090155423113
Z57169,-212.97947652282065,-212.97947652282065
Z57170,-220.54018511182034,-220.54018511182034
Z57171,-269.3132299330044,-269.3132299330044
Z57172,-119.42435227707671,-119.42435227707671
Z57173,-240.08932566677103,-240.08932566677103
Z57174,-240.06564697581695,-240.06564697581695
Z57175,-266.99120010499195,-266.99120010499195
Z57176,-114.0820147021677,-114.0820147021677
Z57177,-216.03495925122306,-216.03495925122306
Z57178,-260.8733070334063,-260.8733070334063
Z57179,-267.00393925762995,-267.00393925762995
Z57180,-246.43137270080152,-246.43137270080152
Z57181,-146.82575584586118,-146.82575584586118
Z57182,-255.20327023753714,-255.20327023753714
Z57183,-257.3174936717171,-257.3174936717171
Z57184,-269.1599981205221,-269.1599981205221
Z57185,-240.06048994339324,-240.06048994339324
Z57186,-268.149166846445,-268.149166846445
Z57187,-264.9647469151592,-264.9647469151592
Z57188,-219.38739010252007,-219.38739010252007
Z57189,-264.8185764849916,-264.8185764849916
Z57190,-264.0353844791034,-264.0353844791034
Z57191,-257.330448542878,-257.330448542878
Z57192,-210.20451019275205,-210.20451019275205
Z57193,-143.680674226825,-143.680674226825
Z57194,-260.4846744958271,-260.4846744958271
Z57195,-218.25030285612775,-218.25030285612775
Z57196,-218.38922705488858,-218.38922705488858
Z57197,-130.0866974360757,-130.0866974360757
Z57198,-246.43584472585422,-246.43584472585422
Z57199,-160.8668932476524,-160.8668932476524
Z57200,-271.335713828516,-271.335713828516
Z57201,-258.30898781979795,-258.30898781979795
Z57202,-271.34361640282225,-271.34361640282225
Z57203,-272.4893706094285,-272.4893706094285
Z57204,-156.70468482810492,-156.70468482810492
Z57205,-259.69881595909976,-259.69881595909976
Z57206,-257.3301876226884,-257.3301876226884
Z57207,-259.70487555488364,-259.70487555488364
Z57208,-189.12150583647488,-189.12150583647488
Z57209,-260.51372667271437,-260.51372667271437
Z57210,-245.42225762008428,-245.42225762008428
Z57211,-140.10472039895015,-140.10472039895015
Z57212,-247.44657604177416,-247.44657604177416
Z57213,-268.01058331390357,-268.01058331390357
Z57214,-267.0039153705703,-267.0039153705703
Z57215,-267.15814860209025,-267.15814860209025
Z57216,-272.47438386822756,-272.47438386822756
Z57217,-118.40780207343515,-118.40780207343515
Z57218,-242.22711570647147,-242.22711570647147
Z57219,-122.43996860546541,-122.43996860546541
Z57220,-130.11115852010542,-130.11115852010542
Z57221,-118.41879012085693,-118.41879012085693
Z57222,-266.014746719616,-266.014746719616
Z57223,-271.1942524565311,-271.1942524565311
Z57224,-256.6685778102824,-256.6685778102824
Z57225,-261.50749303140424,-261.50749303140424
Z57226,-189.12888326296292,-189.12888326296292
Z57227,-268.1726922927243,-268.1726922927243
Z57228,-266.8663417094107,-266.8663417094107
Z57229,-131.30578381321277,-131.30578381321277
Z57230,-163.8431870660001,-163.8431870660001
Z57231,-272.4823125345528,-272.4823125345528
Z57232,-219.06049936665448,-219.06049936665448
Z57233,-221.4146793394393,-221.4146793394393
Z57234,-269.1664391742733,-269.1664391742733
Z57235,-120.4337451826719,-120.4337451826719
Z57236,-164.84648546395508,-164.84648546395508
Z57237,-270.43495669758613,-270.43495669758613
Z57238,-264.9670771896977,-264.9670771896977
Z57239,-216.03777718927088,-216.03777718927088
Z57240,-160.6468541068457,-160.6468541068457
Z57241,-269.1690483761694,-269.1690483761694
Z57242,-132.2993910473363,-132.2993910473363
Z57243,-216.2075054051216,-216.2075054051216
Z57244,-245.2845902481523,-245.2845902481523
Z57245,-269.1884075517591,-269.1884075517591
Z57246,-145.982658769397,-145.982658769397
Z57247,-259.6856813837519,-259.6856813837519
Z57248,-258.4646406776453,-258.4646406776453
Z57249,-268.14523907885825,-268.14523907885825
Z57250,-108.38403041404504,-108.38403041404504
Z57251,-241.09043527507905,-241.09043527507905
Z57252,-130.56953796431426,-130.56953796431426
Z57253,-263.65888803778034,-263.65888803778034
Z57254,-120.26594079385305,-120.26594079385305
Z57255,-217.08747822173595,-217.08747822173595
Z57256,-242.11295173122534,-242.11295173122534
Z57257,-246.49021718593076,-246.49021718593076
Z57258,-258.32751315326055,-258.32751315326055
Z57259,-129.12563503444798,-129.12563503444798
Z57260,-270.30290351964953,-270.30290351964953
Z57261,-161.64286878908496,-161.64286878908496
Z57262,-109.57109820898422,-109.57109820898422
Z57263,-271.33052482418174,-271.33052482418174
Z57264,-260.4940334457833,-260.4940334457833
Z57265,-265.9856394187451,-265.9856394187451
Z57266,-134.29307302884678,-134.29307302884678
Z57267,-268.1651542716971,-268.1651542716971
Z57268,-256.0149811876433,-256.0149811876433
Z57269,-271.32776237761084,-271.32776237761084
Z57270,-152.15150808404138,-152.15150808404138
Z57271,-217.21682628204474,-217.21682628204474
Z57272,-206.14365934455256,-206.14365934455256
Z57273,-185.48660131792874,-185.48660131792874
Z57274,-127.24974749375151,-127.24974749375151
Z57275,-130.11117726225987,-130.11117726225987
Z57276,-243.27184161565913,-243.27184161565913
Z57277,-171.63017225831115,-171.63017225831115
Z57278,-269.18756011238276,-269.18756011238276
Z57279,-243.2444427907903,-243.2444427907903
Z57280,-268.14299038781564,-268.14299038781564
Z57281,-258.1726849502097,-258.1726849502097
Z57282,-260.48300276914745,-260.48300276914745
Z57283,-271.3352562994511,-271.3352562994511
Z57284,-271.3321182748045,-271.3321182748045
Z57285,-267.1525292631897,-267.1525292631897
Z57286,-260.46180428996763,-260.46180428996763
Z57287,-271.32872410738014,-271.32872410738014
Z57288,-248.66166005019986,-248.66166005019986
Z57289,-259.3338290380844,-259.3338290380844
Z57290,-160.77329088582752,-160.77329088582752
Z57291,-270.33136770737707,-270.33136770737707
Z57292,-245.27317443861688,-245.27317443861688
Z57293,-238.92825507754128,-238.92825507754128
Z57294,-209.18040322592876,-209.18040322592876
Z57295,-242.08911134325234,-242.08911134325234
Z57296,-157.70218381547917,-157.70218381547917
Z57297,-217.04837473765699,-217.04837473765699
Z57298,-242.11223291447763,-242.11223291447763
Z57299,-236.89370307202017,-236.89370307202017
Z57300,-154.52493294202293,-154.52493294202293
Z57301,-240.06497409572233,-240.06497409572233
Z57302,-147.78095158564807,-147.78095158564807
Z57303,-270.3140275395645,-270.3140275395645
Z57304,-121.42085550407404,-121.42085550407404
Z57305,-263.9776553359115,-263.9776553359115
Z57306,-262.65643487424245,-262.65643487424245
Z57307,-220.39183728429578,-220.39183728429578
Z57308,-255.14560981557824,-255.14560981557824
Z57309,-273.4991067536956,-273.4991067536956
Z57310,-264.8344430049727,-264.8344430049727
Z57311,-199.22012851589395,-199.22012851589395
Z57312,-130.13960470066493,-130.13960470066493
Z57313,-244.274605310972,-244.274605310972
Z57314,-269.16281385361054,-269.16281385361054
Z57315,-148.00577842818757,-148.00577842818757
Z57316,-208.17183975254196,-208.17183975254196
Z57317,-268.2932028759629,-268.2932028759629
Z57318,-220.3862752743383,-220.3862752743383
Z57319,-273.48198928677726,-273.48198928677726
Z57320,-230.96939771390598,-230.96939771390598
Z57321,-247.6711706285956,-247.6711706285956
Z57322,-243.26164955856225,-243.26164955856225
Z57323,-268.1435971191298,-268.1435971191298
Z57324,-268.1544745510909,-268.1544745510909
Z57325,-132.27830024367134,-132.27830024367134
Z57326,-220.3977230557843,-220.3977230557843
Z57327,-260.8396876507212,-260.8396876507212
Z57328,-246.53299082484594,-246.53299082484594
Z57329,-210.19538239603426,-210.19538239603426
Z57330,-272.4785806408549,-272.4785806408549
Z57331,-244.27141399980775,-244.27141399980775
Z57332,-123.75487590102551,-123.75487590102551
Z57333,-165.3911306352487,-165.3911306352487
Z57334,-270.3120452811099,-270.3120452811099
Z57335,-129.09803702825133,-129.09803702825133
Z57336,-270.43271021150287,-270.43271021150287
Z57337,-121.55306560161762,-121.55306560161762
Z57338,-243.09988528838636,-243.09988528838636
Z57339,-271.32854256572705,-271.32854256572705
Z57340,-273.4888944844714,-273.4888944844714
Z57341,-142.1494380020559,-142.1494380020559
Z57342,-271.3256103372863,-271.3256103372863
Z57343,-219.40074407132315,-219.40074407132315
Z57344,-212.087512769774,-212.087512769774
Z57345,-217.05315766197788,-217.05315766197788
Z57346,-272.4976480268241,-272.4976480268241
Z57347,-262.5076919915012,-262.5076919915012
Z57348,-270.3160120029785,-270.3160120029785
Z57349,-253.0339459717091,-253.0339459717091
Z57350,-272.3396406398854,-272.3396406398854
Z57351,-241.087164217885,-241.087164217885
Z57352,-263.8212035477934,-263.8212035477934
Z57353,-173.67284476162087,-173.67284476162087
Z57354,-214.12754152682447,-214.12754152682447
Z57355,-271.33244534377457,-271.33244534377457
Z57356,-258.3478351610992,-258.3478351610992
Z57357,-270.1811188374006,-270.1811188374006
Z57358,-148.79497233342326,-148.79497233342326
Z57359,-260.8684057762671,-260.8684057762671
Z57360,-259.3660853883988,-259.3660853883988
Z57361,-271.4716095156112,-271.4716095156112
Z57362,-273.49979139357345,-273.49979139357345
Z57363,-246.48329177610927,-246.48329177610927
Z57364,-160.8051393186623,-160.8051393186623
Z57365,-112.57097700751372,-112.57097700751372
Z57366,-220.39663490834565,-220.39663490834565
Z57367,-132.2635740551668,-132.2635740551668
Z57368,-271.486112268235,-271.486112268235
Z57369,-267.0099033051753,-267.0099033051753
Z57370,-197.39561689551897,-197.39561689551897
Z57371,-257.3304331081626,-257.3304331081626
Z57372,-268.1445011524628,-268.1445011524628
Z57373,-264.9795410899103,-264.9795410899103
Z57374,-272.4794405750009,-272.4794405750009
Z57375,-215.01078870807186,-215.01078870807186
Z57376,-255.15461964697087,-255.15461964697087
Z57377,-143.83547450039077,-143.83547450039077
Z57378,-269.1523311093729,-269.1523311093729
Z57379,-201.1555481215433,-201.1555481215433
Z57380,-269.164776267431,-269.164776267431
Z57381,-271.34483170291674,-271.34483170291674
Z57382,-192.2378270682443,-192.2378270682443
Z57383,-130.08291262335342,-130.08291262335342
Z57384,-115.07789047196796,-115.07789047196796
Z57385,-256.17409472918865,-256.17409472918865
Z57386,-270.1584830922185,-270.1584830922185
Z57387,-212.09771621916082,-212.09771621916082
Z57388,-269.16207004732354,-269.16207004732354
Z57389,-269.3122454186551,-269.3122454186551
Z57390,-268.1647812660739,-268.1647812660739
Z57391,-237.87708370468374,-237.87708370468374
Z57392,-243.2647813358241,-243.2647813358241
Z57393,-133.27881892287382,-133.27881892287382
Z57394,-229.94651854194674,-229.94651854194674
Z57395,-242.241666968201,-242.241666968201
Z57396,-273.62859960633494,-273.62859960633494
Z57397,-273.5013058331529,-273.5013058331529
Z57398,-217.0502768825886,-217.0502768825886
Z57399,-237.9179511562418,-237.9179511562418
Z57400,-148.0023423665356,-148.0023423665356
Z57401,-209.17975607035987,-209.17975607035987
Z57402,-131.28277285744815,-131.28277285744815
Z57403,-270.327411642812,-270.327411642812
Z57404,-261.6465991393113,-261.6465991393113
Z57405,-267.1335952772611,-267.1335952772611
Z57406,-259.3411384783259,-259.3411384783259
Z57407,-269.3154609843722,-269.3154609843722
Z57408,-262.80995737386553,-262.80995737386553
Z57409,-271.46669576370226,-271.46669576370226
Z57410,-146.83488033513996,-146.83488033513996
Z57411,-246.41109809958886,-246.41109809958886
Z57412,-150.0103863507648,-150.0103863507648
Z57413,-268.143733091623,-268.143733091623
Z57414,-119.24861113708165,-119.24861113708165
Z57415,-144.09817666465196,-144.09817666465196
Z57416,-220.53957029565527,-220.53957029565527
Z57417,-271.4645584231068,-271.4645584231068
Z57418,-111.55892492094382,-111.55892492094382
Z57419,-263.82268969039455,-263.82268969039455
Z57420,-269.1638402621875,-269.1638402621875
Z57421,-243.3359974803665,-243.3359974803665
Z57422,-122.41984136903588,-122.41984136903588
Z57423,-264.8131181081235,-264.8131181081235
Z57424,-206.73384390877126,-206.73384390877126
Z57425,-259.47925860191083,-259.47925860191083
Z57426,-121.43735043746956,-121.43735043746956
Z57427,-272.4688718373487,-272.4688718373487
Z57428,-259.4810291842679,-259.4810291842679
Z57429,-263.83168555704464,-263.83168555704464
Z57430,-242.10502526985945,-242.10502526985945
Z57431,-142.03702917445145,-142.03702917445145
Z57432,-239.94652331200882,-239.94652331200882
Z57433,-255.15589007104904,-255.15589007104904
Z57434,-265.96819892528214,-265.96819892528214
Z57435,-239.04387763339665,-239.04387763339665
Z57436,-257.16906536317623,-257.16906536317623
Z57437,-215.0366675809629,-215.0366675809629
Z57438,-240.94317375752698,-240.94317375752698
Z57439,-211.10407150072837,-211.10407150072837
Z57440,-211.07268059695843,-211.07268059695843
Z57441,-254.10700487354302,-254.10700487354302
Z57442,-271.3370011572825,-271.3370011572825
Z57443,-240.07489714777861,-240.07489714777861
Z57444,-259.8407491923854,-259.8407491923854
Z57445,-267.0089882470456,-267.0089882470456
Z57446,-273.49632372750415,-273.49632372750415
Z57447,-270.32454666563143,-270.32454666563143
Z57448,-119.43887707929404,-119.43887707929404
Z57449,-267.12459830813134,-267.12459830813134
Z57450,-267.01183631953785,-267.01183631953785
Z57451,-261.63908757779626,-261.63908757779626
Z57452,-258.3343801316594,-258.3343801316594
Z57453,-270.1931979722068,-270.1931979722068
Z57454,-269.1609638927169,-269.1609638927169
Z57455,-265.98459169556116,-265.98459169556116
Z57456,-272.4646151633257,-272.4646151633257
Z57457,-130.29616269432498,-130.29616269432498
Z57458,-132.2964639638007,-132.2964639638007
Z57459,-211.05950412738292,-211.05950412738292
Z57460,-217.05675725811489,-217.05675725811489
Z57461,-259.8536445296439,-259.8536445296439
Z57462,-271.34606280521984,-271.34606280521984
Z57463,-109.39754402117,-109.39754402117
Z57464,-245.49787964089896,-245.49787964089896
Z57465,-267.1485184421341,-267.1485184421341
Z57466,-269.1677029834734,-269.1677029834734
Z57467,-267.0094207865712,-267.0094207865712
Z57468,-270.19630696488866,-270.19630696488866
Z57469,-212.09851000452642,-212.09851000452642
Z57470,-259.3345191903606,-259.3345191903606
Z57471,-242.25279356056853,-242.25279356056853
Z57472,-272.4694385119013,-272.4694385119013
Z57473,-138.08868380457454,-138.08868380457454
Z57474,-213.99762127956467,-213.99762127956467
Z57475,-270.19643411754447,-270.19643411754447
Z57476,-203.18316332495291,-203.18316332495291
Z57477,-243.11765027836682,-243.11765027836682
Z57478,-270.32521623828706,-270.32521623828706
Z57479,-216.0411992861803,-216.0411992861803
Z57480,-130.138838109798,-130.138838109798
Z57481,-244.40609989920685,-244.40609989920685
Z57482,-133.27153373718522,-133.27153373718522
Z57483,-273.344198804615,-273.344198804615
Z57484,-271.48136866568916,-271.48136866568916
Z57485,-134.39843186642648,-134.39843186642648
Z57486,-263.80740233973575,-263.80740233973575
Z57487,-132.27677955670706,-132.27677955670706
Z57488,-275.6537202657346,-275.6537202657346
Z57489,-265.98370309694354,-265.98370309694354
Z57490,-270.3172967592924,-270.3172967592924
Z57491,-212.1052612225594,-212.1052612225594
Z57492,-137.7143688030339,-137.7143688030339
Z57493,-133.3051667171197,-133.3051667171197
Z57494,-243.2584457526284,-243.2584457526284
Z57495,-271.34081536946275,-271.34081536946275
Z57496,-267.1243498827114,-267.1243498827114
Z57497,-267.15370046409714,-267.15370046409714
Z57498,-258.6903722885043,-258.6903722885043
Z57499,-122.54342750307285,-122.54342750307285
Z57500,-269.1803932595125,-269.1803932595125
Z57501,-263.69402663745683,-263.69402663745683
Z57502,-132.29891257115762,-132.29891257115762
Z57503,-259.4949682022849,-259.4949682022849
Z57504,-236.76273179413744,-236.76273179413744
Z57505,-185.48045058382516,-185.48045058382516
Z57506,-260.85999606131054,-260.85999606131054
Z57507,-209.18381209308208,-209.18381209308208
Z57508,-207.15450348089254,-207.15450348089254
Z57509,-259.3391804744241,-259.3391804744241
Z57510,-268.1419114277076,-268.1419114277076
Z57511,-268.15343123782566,-268.15343123782566
Z57512,-120.43172360244223,-120.43172360244223
Z57513,-168.56198786157975,-168.56198786157975
Z57514,-260.4896121347956,-260.4896121347956
Z57515,-141.08736531017763,-141.08736531017763
Z57516,-241.10371427526428,-241.10371427526428
Z57517,-270.3260934446147,-270.3260934446147
Z57518,-219.25415543386572,-219.25415543386572
Z57519,-146.98579216289403,-146.98579216289403
Z57520,-263.6707900408522,-263.6707900408522
Z57521,-208.17083539355858,-208.17083539355858
Z57522,-128.12301355901312,-128.12301355901312
Z57523,-274.499131522004,-274.499131522004
Z57524,-271.3493004205304,-271.3493004205304
Z57525,-240.07302403481174,-240.07302403481174
Z57526,-260.3545491873479,-260.3545491873479
Z57527,-162.83667126486196,-162.83667126486196
Z57528,-158.64097098277833,-158.64097098277833
Z57529,-269.29445837908116,-269.29445837908116
Z57530,-129.39723126973598,-129.39723126973598
Z57531,-273.49867568414294,-273.49867568414294
Z57532,-118.42750448769681,-118.42750448769681
Z57533,-257.3351660534049,-257.3351660534049
Z57534,-268.13905196292535,-268.13905196292535
Z57535,-123.75838656380209,-123.75838656380209
Z57536,-264.8256492595962,-264.8256492595962
Z57537,-140.88235737725205,-140.88235737725205
Z57538,-241.08958563074327,-241.08958563074327
Z57539,-149.00048520203973,-149.00048520203973
Z57540,-241.06831108046592,-241.06831108046592
Z57541,-265.9792744360914,-265.9792744360914
Z57542,-111.57762407870175,-111.57762407870175
Z57543,-188.5105634174529,-188.5105634174529
Z57544,-128.1133591445042,-128.1133591445042
Z57545,-110.55930145523695,-110.55930145523695
Z57546,-270.3180626151729,-270.3180626151729
Z57547,-271.18960587219664,-271.18960587219664
Z57548,-242.09580265988967,-242.09580265988967
Z57549,-274.5086800984642,-274.5086800984642
Z57550,-145.98016312290733,-145.98016312290733
Z57551,-269.16311630053457,-269.16311630053457
Z57552,-261.5063861418111,-261.5063861418111
Z57553,-221.40902545617558,-221.40902545617558
Z57554,-222.5667265000271,-222.5667265000271
Z57555,-259.3377520282593,-259.3377520282593
Z57556,-216.02600086888188,-216.02600086888188
Z57557,-272.4759707039723,-272.4759707039723
Z57558,-133.26255036530478,-133.26255036530478
Z57559,-270.18355788993364,-270.18355788993364
Z57560,-257.2914832362516,-257.2914832362516
Z57561,-242.1092738590315,-242.1092738590315
Z57562,-150.00838718762185,-150.00838718762185
Z57563,-153.59897165576282,-153.59897165576282
Z57564,-242.0909991559482,-242.0909991559482
Z57565,-144.05315800962646,-144.05315800962646
Z57566,-254.05225940784328,-254.05225940784328
Z57567,-157.87808040510834,-157.87808040510834
Z57568,-125.24107877104015,-125.24107877104015
Z57569,-259.4894774860131,-259.4894774860131
Z57570,-243.2524306235247,-243.2524306235247
Z57571,-272.35845886544814,-272.35845886544814
Z57572,-258.3346925009004,-258.3346925009004
Z57573,-130.29594991574783,-130.29594991574783
Z57574,-270.30993697247914,-270.30993697247914
Z57575,-242.0905827861245,-242.0905827861245
Z57576,-245.29450154042541,-245.29450154042541
Z57577,-261.5081637065395,-261.5081637065395
Z57578,-213.0948135364404,-213.0948135364404
Z57579,-257.31673920812653,-257.31673920812653
Z57580,-152.5246893689835,-152.5246893689835
Z57581,-139.96971478044543,-139.96971478044543
Z57582,-131.21654065602058,-131.21654065602058
Z57583,-192.39927639672652,-192.39927639672652
Z57584,-128.10846927965488,-128.10846927965488
Z57585,-239.93939284096786,-239.93939284096786
Z57586,-266.99109610440934,-266.99109610440934
Z57587,-266.9979807224829,-266.9979807224829
Z57588,-269.30478934861696,-269.30478934861696
Z57589,-257.1743987923479,-257.1743987923479
Z57590,-266.99702634257807,-266.99702634257807
Z57591,-251.0806739126918,-251.0806739126918
Z57592,-210.04180697738676,-210.04180697738676
Z57593,-256.1604816776621,-256.1604816776621
Z57594,-273.37619423473967,-273.37619423473967
Z57595,-120.85137734560719,-120.85137734560719
Z57596,-262.65984704883476,-262.65984704883476
Z57597,-261.4967489994837,-261.4967489994837
Z57598,-269.16454107176713,-269.16454107176713
Z57599,-147.47801699812132,-147.47801699812132
Z57600,-270.44416203537435,-270.44416203537435
Z57601,-207.1774736449092,-207.1774736449092
Z57602,-272.48183773330635,-272.48183773330635
Z57603,-217.04206304152092,-217.04206304152092
Z57604,-124.76936410018266,-124.76936410018266
Z57605,-120.43200583723888,-120.43200583723888
Z57606,-270.17999982053107,-270.17999982053107
Z57607,-268.15863273692963,-268.15863273692963
Z57608,-260.86259313593024,-260.86259313593024
Z57609,-244.25861568076058,-244.25861568076058
Z57610,-258.31042067588146,-258.31042067588146
Z57611,-242.09284103199093,-242.09284103199093
Z57612,-231.97689949936625,-231.97689949936625
Z57613,-240.06395099458447,-240.06395099458447
Z57614,-260.48329419127475,-260.48329419127475
Z57615,-215.022078099938,-215.022078099938
Z57616,-210.0757582064539,-210.0757582064539
Z57617,-271.3434940275784,-271.3434940275784
Z57618,-120.43457277741417,-120.43457277741417
Z57619,-269.30871638121727,-269.30871638121727
Z57620,-244.3350520665614,-244.3350520665614
Z57621,-268.161348511861,-268.161348511861
Z57622,-268.28785621703514,-268.28785621703514
Z57623,-265.9787423059019,-265.9787423059019
Z57624,-186.4881809500713,-186.4881809500713
Z57625,-265.99896913299534,-265.99896913299534
Z57626,-212.98347043918787,-212.98347043918787
Z57627,-267.0084612617612,-267.0084612617612
Z57628,-141.15059398947884,-141.15059398947884
Z57629,-240.0786481511242,-240.0786481511242
Z57630,-160.66441036067445,-160.66441036067445
Z57631,-272.4868782703778,-272.4868782703778
Z57632,-188.4968629025388,-188.4968629025388
Z57633,-161.6661204529118,-161.6661204529118
Z57634,-185.48321854279442,-185.48321854279442
Z57635,-268.02265767129785,-268.02265767129785
Z57636,-172.67388462118478,-172.67388462118478
Z57637,-263.02815096369727,-263.02815096369727
Z57638,-269.30567647726167,-269.30567647726167
