rxn,category
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>NC1C(O)=CC(=O)c2c(O)cc(O)c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c21,3
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)[C@H](O)CC1=CC(O)CC[C@@]13C>>C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2O)[C@H](O)CC1=CC(O)CC[C@@]13C,2
CC/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O>>CC/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1N,3
CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(N)C[C@]12C>>CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(N)C[C@]12C,2
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC[C@@H]2O>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CCC[C@@H]2O,2
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@]12C>>CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@]12C,3
C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1=O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1N,3
C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(=O)CC(C)(C)[C@H]2CC1O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1O,2
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)[C@H](O)CC1=CC(N)CC[C@@]13C>>C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2O)[C@H](O)CC1=CC(N)CC[C@@]13C,2
C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2O,2
CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(N)C[C@]12C>>CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(N)C[C@]12C,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3N>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(N)c1c(O)cccc1C3N,3
CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(O)C[C@]12C>>CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(O)C[C@]12C,3
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@]12C,2
CC(=O)O[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CCC[C@@]3(C)CC[C@@H]12>>CC(=O)O[C@]12C=CC(N)C=C1CC[C@H]1[C@@H]3CCC[C@@]3(C)CC[C@@H]12,3
C[C@]12CC[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C=O)[C@@H]1CC[C@@H]2O>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43CO)[C@@H]1CC[C@@H]2O,2
C[C@]12CC[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C=O)[C@@H]1CC[C@@H]2O>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43CN)[C@@H]1CC[C@@H]2O,3
C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C=O)[C@@H]1CC[C@@H]2O>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43CN)[C@@H]1CC[C@@H]2O,3
C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC2N>>C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2N,3
CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(N)C[C@]12C>>CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(N)C[C@]12C,3
C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC2O>>C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2O,2
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CO)[C@@H]1CC[C@@H]2O>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43CO)[C@@H]1CC[C@@H]2O,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3N,3
CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(N)C[C@]12C>>CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(N)C[C@]12C,2
CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(O)C[C@]12C>>CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(O)C[C@]12C,2
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3O)C(=O)c2c(O)cc(O)cc21,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(O)c1c(O)cccc1C3O,2
C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1=O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1N,3
C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2N,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>NC1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21,3
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2N>>C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2N,2
C=C1C(=O)O[C@@H]2[C@H]1CC[C@@H]1CO[C@@H]3CC(=O)[C@]2(C)[C@]13O>>C=C1C(=O)O[C@@H]2[C@H]1CC[C@@H]1CO[C@@H]3CC(O)[C@]2(C)[C@]13O,2
C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1=O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1O,2
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2N>>C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2N,3
C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1=O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1O,2
CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(O)C[C@]12C>>CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(O)C[C@]12C,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(O)c1c(O)cccc1C3O,2
C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC2O>>C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2O,3
C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC2N>>C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2N,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(N)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(N)c1c(O)cccc1C3=O,2
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CO)[C@@H]1CC[C@@H]2O>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43CO)[C@@H]1CC[C@@H]2O,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(=O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(N)c1c(O)cccc1C3=O,3
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C>>CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,3
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,2
C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2O,2
C/C1=C/C2=C[C@H](C)C[C@@H]2C(=O)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1O,2
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2O>>C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2O,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3O,2
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C>>CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@@H]4[C@H]3CC[C@]12C,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>O=C1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21,2
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2O>>C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2O,3
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2N)[C@H](O)CC1=CC(=O)CC[C@@]13C>>C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2N)[C@H](O)CC1=CC(N)CC[C@@]13C,3
C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1=O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1N,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>O=C1C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)=C(O)C(O)c2cc(O)cc(O)c21,2
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(O)c2c(O)cc(O)cc21,2
CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C>>CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(O)C[C@]12C,2
CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,2
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)[C@H](O)CC1=CC(N)CC[C@@]13C>>C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2N)[C@H](O)CC1=CC(N)CC[C@@]13C,3
C/C1=C/C2=C[C@H](C)C[C@@H]2C(=O)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1N>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1N,3
C/C1=C/C2=C[C@H](C)C[C@@H]2C(=O)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1N>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1N,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3O,2
C=C1C(=O)O[C@@H]2[C@H]1CC[C@@H]1CO[C@@H]3CC(=O)[C@]2(C)[C@]13O>>C=C1C(=O)O[C@@H]2[C@H]1CC[C@@H]1CO[C@@H]3CC(N)[C@]2(C)[C@]13O,3
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2N)[C@H](O)CC1=CC(=O)CC[C@@]13C>>C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2N)[C@H](O)CC1=CC(O)CC[C@@]13C,2
C[C@]12CC[C@@H]3c4cc([N+](=O)[O-])c(O)cc4CC[C@H]3[C@@H]1CCC2=O>>C[C@]12CC[C@@H]3c4cc([N+](=O)[O-])c(O)cc4CC[C@H]3[C@@H]1CCC2O,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(O)c1c(O)cccc1C3=O,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(=O)c1c(O)cccc1C3O,3
C[C@]12CC[C@@H]3c4cc([N+](=O)[O-])c(O)cc4CC[C@H]3[C@@H]1CCC2=O>>C[C@]12CC[C@@H]3c4cc([N+](=O)[O-])c(O)cc4CC[C@H]3[C@@H]1CCC2N,3
C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C=O)[C@@H]1CC[C@@H]2O>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43CO)[C@@H]1CC[C@@H]2O,2
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1C2=CC[C@@]2(C)[C@H]1CC[C@]2(C)O>>C[C@]12CCC(O)C[C@@H]1CC[C@@H]1C2=CC[C@@]2(C)[C@H]1CC[C@]2(C)O,2
C/C1=C/C2=C[C@H](C)C[C@@H]2C(=O)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1O,3
C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC2N>>C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2N,2
C[C@]12CC[C@@H]3c4ccc(O)c([N+](=O)[O-])c4CC[C@H]3[C@@H]1CCC2=O>>C[C@]12CC[C@@H]3c4ccc(O)c([N+](=O)[O-])c4CC[C@H]3[C@@H]1CCC2N,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(O)c1c(O)cccc1C3=O,2
C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(=O)CC(C)(C)[C@H]2CC1O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1O,2
CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,2
CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(O)C[C@]12C>>CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(O)C[C@]12C,3
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)[C@H](O)CC1=CC(O)CC[C@@]13C>>C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2N)[C@H](O)CC1=CC(O)CC[C@@]13C,3
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2N>>C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2N,2
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2N>>C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2N,3
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2O>>C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2O,2
CC/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O>>CC/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1O,2
CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(O)C[C@]12C>>CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(O)C[C@]12C,3
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC[C@@H]2O>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CCC[C@@H]2O,3
C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC2N>>C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2N,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3N>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(O)c1c(O)cccc1C3N,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(O)c1c(O)cccc1C3=O,2
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,3
CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(O)C[C@]12C>>CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(O)C[C@]12C,2
N[C@@H](CCCCNCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C(=O)O>>N[C@@H](CCCCNCC(O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C(=O)O,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(N)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(N)c1c(O)cccc1C3O,2
COc1ccc(C(C)=O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1>>COc1ccc(C(C)N)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,3
CCCCCC(=O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C/CCCC(=O)O)C[C@@H]21>>CCCCCC(O)C=C[C@H]1[C@H](O)C[C@@H]2O/C(=C/CCCC(=O)O)C[C@@H]21,2
C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2N,3
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CN)[C@@H]1CC[C@@H]2O>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43CN)[C@@H]1CC[C@@H]2O,3
CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(N)C[C@]12C>>CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(N)C[C@]12C,3
C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1=O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1O,2
C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(=O)CC(C)(C)[C@H]2CC1N>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1N,3
C/C1=C/C2=C[C@H](C)C[C@@H]2C(=O)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1N>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1N,2
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,2
C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(=O)CC(C)(C)[C@H]2CC1N>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1N,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(=O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(=O)c1c(O)cccc1C3O,2
C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(=O)CC(C)(C)[C@H]2CC1O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1O,3
C[C@]1(O)CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C>>C[C@]1(O)CC[C@H]2[C@@H]3C=CC4=CC(N)CC[C@]4(C)[C@H]3CC[C@@]21C,3
CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C>>CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(N)C[C@]12C,3
CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(N)C[C@]12C>>CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(N)C[C@]12C,3
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@]12C>>CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)C[C@]4(C)[C@H]3CC[C@]12C,2
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1C2=CC[C@@]2(C)[C@H]1CC[C@]2(C)O>>C[C@]12CCC(N)C[C@@H]1CC[C@@H]1C2=CC[C@@]2(C)[C@H]1CC[C@]2(C)O,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(N)c1c(O)cccc1C3=O,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3N>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3N,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(N)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(N)c1c(O)cccc1C3=O,3
CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(=O)C[C@]12C>>CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(N)C[C@]12C,3
CC(=O)O[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CCC[C@@]3(C)CC[C@@H]12>>CC(=O)O[C@]12C=CC(O)C=C1CC[C@H]1[C@@H]3CCC[C@@]3(C)CC[C@@H]12,2
